FID,ASS,Name,Kurzname,Haltestellenbereich,Koordinate,Betriebsbereich,Linien
haltestellen.fid-62cca9c6_1651d8457bd_6d04,62523,Steinstr. S-Bahn,SSB,625,POINT (7.0580619554 50.8956147124),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6d05,62524,Steinstr. S-Bahn,SSB,625,POINT (7.0580163787 50.8956027119),BUS,154 165
haltestellen.fid-62cca9c6_1651d8457bd_6d06,62621,Mutzbach,MUZ,626,POINT (7.0382437608 50.9993780861),BUS,155 157
haltestellen.fid-62cca9c6_1651d8457bd_6d07,62622,Mutzbach,MUZ,626,POINT (7.0343960853 50.9988893459),BUS,155 156 157
haltestellen.fid-62cca9c6_1651d8457bd_6d08,62721,Am Weißen Mönch,AWM,627,POINT (7.0258496056 50.9979841578),BUS,155
haltestellen.fid-62cca9c6_1651d8457bd_6d09,62722,Am Weißen Mönch,AWM,627,POINT (7.0260318433 50.99792824),BUS,155 156
haltestellen.fid-62cca9c6_1651d8457bd_6d0a,62811,Bornheim Rathaus,BHR,628,POINT (7.0019513477 50.7572858987),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d0b,62812,Bornheim Rathaus,BHR,628,POINT (7.0024793098 50.7570244075),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d0c,62921,Goldregenweg,GOL,629,POINT (7.0490818374 50.9793196327),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6d0d,62922,Goldregenweg,GOL,629,POINT (7.0490080211 50.9792691145),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6d0e,63021,Aeltgen-Dünwald-Str.,ADW,630,POINT (7.0248157439 51.0035443325),BUS,155 157
haltestellen.fid-62cca9c6_1651d8457bd_6d0f,63022,Aeltgen-Dünwald-Str.,ADW,630,POINT (7.0251949306 51.0035335666),BUS,155 156 157
haltestellen.fid-62cca9c6_1651d8457bd_6d10,63111,Keupstr.,KEU,631,POINT (7.0068662491 50.9662940337),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6d11,63112,Keupstr.,KEU,631,POINT (7.0066078852 50.9659215121),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6d12,63121,Keupstr.,KEU,631,POINT (7.0066530732 50.9665792714),BUS,150 151 152 153 156 260
haltestellen.fid-62cca9c6_1651d8457bd_6d13,63122,Keupstr.,KEU,631,POINT (7.006279898 50.9665596794),BUS,150 151 152 153 156 260
haltestellen.fid-62cca9c6_1651d8457bd_6d14,63211,Von-Sparr-Str.,VSS,632,POINT (7.0115406834 50.9705824978),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6d15,63212,Von-Sparr-Str.,VSS,632,POINT (7.0112480103 50.9702581485),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6d16,63221,Von-Sparr-Str.,VSS,632,POINT (7.0107563427 50.9718974124),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d17,63222,Von-Sparr-Str.,VSS,632,POINT (7.0106296896 50.9719312294),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d18,63311,Mülheim Berliner Str.,MBA,633,POINT (7.0148066203 50.9749592506),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6d19,63312,Mülheim Berliner Str.,MBA,633,POINT (7.0148094802 50.974551527),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6d1a,63321,Mülheim Berliner Str.,MBA,633,POINT (7.0143607234 50.9749496905),BUS,151 152 260
haltestellen.fid-62cca9c6_1651d8457bd_6d1b,63322,Mülheim Berliner Str.,MBA,633,POINT (7.0143668786 50.9751560197),BUS,151 152 156 260
haltestellen.fid-62cca9c6_1651d8457bd_6d1c,63323,Mülheim Berliner Str.,MBA,633,POINT (7.0145970806 50.9748221323),BUS,155
haltestellen.fid-62cca9c6_1651d8457bd_6d1d,63324,Mülheim Berliner Str.,MBA,633,POINT (7.0145970806 50.9748221323),BUS,155
haltestellen.fid-62cca9c6_1651d8457bd_6d1e,63421,Dünnwalder Str.,DWS,634,POINT (7.0068695765 50.9687813804),BUS,151 152 153 156
haltestellen.fid-62cca9c6_1651d8457bd_6d1f,63422,Dünnwalder Str.,DWS,634,POINT (7.006593029 50.9687899702),BUS,151 152 153
haltestellen.fid-62cca9c6_1651d8457bd_6d20,63521,Von-Lohe-Str.,VLS,635,POINT (7.006264975 50.9734599971),BUS,153 156
haltestellen.fid-62cca9c6_1651d8457bd_6d21,63522,Von-Lohe-Str.,VLS,635,POINT (7.0060330333 50.9732480132),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6d22,63621,Am Faulbach,AFB,636,POINT (7.0029760258 50.9794018492),BUS,153 156
haltestellen.fid-62cca9c6_1651d8457bd_6d23,63622,Am Faulbach,AFB,636,POINT (7.0029044008 50.9787702586),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6d24,63721,Neuer Mülheimer Friedhof,NMF,637,POINT (7.0043343949 50.984960756),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d25,63722,Neuer Mülheimer Friedhof,NMF,637,POINT (7.0043715971 50.9847677585),BUS,151 152 153
haltestellen.fid-62cca9c6_1651d8457bd_6d26,63723,Neuer Mülheimer Friedhof,NMF,637,POINT (7.004327684 50.9851138931),BUS,153 156
haltestellen.fid-62cca9c6_1651d8457bd_6d27,63821,Bruder-Klaus-Siedlung,BKS,638,POINT (7.0083018438 50.9817588482),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d28,63822,Bruder-Klaus-Siedlung,BKS,638,POINT (7.0084530117 50.9816455882),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d29,63921,Von-Galen-Str.,VGS,639,POINT (7.0127013619 50.9790549446),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d2a,63922,Von-Galen-Str.,VGS,639,POINT (7.0135793469 50.9787685959),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d2b,64021,Moses-Hess-Str.,MOS,640,POINT (6.9997546731 50.9866910262),BUS,153 155 156
haltestellen.fid-62cca9c6_1651d8457bd_6d2c,64022,Moses-Hess-Str.,MOS,640,POINT (6.999469872 50.9853680376),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6d2d,64121,Stammheimer Ring,SHR,641,POINT (6.9974567842 50.98905385),BUS,151 152 155 156
haltestellen.fid-62cca9c6_1651d8457bd_6d2e,64122,Stammheimer Ring,SHR,641,POINT (6.997284889 50.9889588972),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d2f,64123,Stammheimer Ring,SHR,641,POINT (6.9993749726 50.9887313875),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6d30,64221,Bonhoefferstr.,BHS,642,POINT (6.9922610254 50.9859943926),BUS,155
haltestellen.fid-62cca9c6_1651d8457bd_6d31,64222,Bonhoefferstr.,BHS,642,POINT (6.9922610254 50.9859943926),BUS,155
haltestellen.fid-62cca9c6_1651d8457bd_6d32,64421,Friedhof Stammheim,FHS,644,POINT (6.9910860892 50.9881357236),BUS,151 152 156
haltestellen.fid-62cca9c6_1651d8457bd_6d33,64422,Friedhof Stammheim,FHS,644,POINT (6.9921752276 50.9877282447),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d34,64521,Egonstr.,EGO,645,POINT (6.9862580309 50.9907580441),BUS,151 152 156
haltestellen.fid-62cca9c6_1651d8457bd_6d35,64522,Egonstr.,EGO,645,POINT (6.9860601958 50.9908643553),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d36,64621,Barbarastr.,BAR,646,POINT (6.9788034258 50.9693202511),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6d37,64622,Barbarastr.,BAR,646,POINT (6.9785447074 50.9690459614),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6d38,64721,Flittard Süd,FLS,647,POINT (6.9951610116 50.9985960245),BUS,151 152 156
haltestellen.fid-62cca9c6_1651d8457bd_6d39,64722,Flittard Süd,FLS,647,POINT (6.994538794 50.998713861),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d3a,64821,Flittarder Feld,FLF,648,POINT (6.9942718771 51.0081238169),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d3b,64822,Flittarder Feld,FLF,648,POINT (6.9941771079 51.0071616696),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d3c,64921,Am Feldrain,AFR,649,POINT (6.9814748987 50.9972088265),BUS,151 152 156
haltestellen.fid-62cca9c6_1651d8457bd_6d3d,64922,Am Feldrain,AFR,649,POINT (6.9811313996 50.9978232718),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d3e,65021,Edelhofstr.,FLI,650,POINT (6.9803177667 51.0008449237),BUS,151 152 156
haltestellen.fid-62cca9c6_1651d8457bd_6d3f,65022,Edelhofstr.,FLI,650,POINT (6.9802462606 51.0008766939),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d40,65121,Welserstr.,WSE,651,POINT (7.0585360257 50.9136799723),BUS,151
haltestellen.fid-62cca9c6_1651d8457bd_6d41,65122,Welserstr.,WSE,651,POINT (7.0586959629 50.9136860501),BUS,151
haltestellen.fid-62cca9c6_1651d8457bd_6d42,65221,Nibelungenstr.,NBL,652,POINT (7.1047232479 50.8534466466),BUS,160
haltestellen.fid-62cca9c6_1651d8457bd_6d43,65222,Nibelungenstr.,NBL,652,POINT (7.1090801771 50.8534950382),BUS,160 162
haltestellen.fid-62cca9c6_1651d8457bd_6d44,65223,Nibelungenstr.,NBL,652,POINT (7.1089677176 50.8532650449),BUS,162 167
haltestellen.fid-62cca9c6_1651d8457bd_6d45,65321,Ebertplatz/Riehler Str.,EBR,653,POINT (6.9592720878 50.9506582169),BUS,127 140
haltestellen.fid-62cca9c6_1651d8457bd_6d46,65421,Wiedstr.,WIE,654,POINT (7.0087599055 50.9261018452),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6d47,65422,Wiedstr.,WIE,654,POINT (7.0079443599 50.9272243774),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6d48,65511,Im Hoppenkamp,IHK,655,POINT (7.1565834617 50.963203089),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d49,65512,Im Hoppenkamp,IHK,655,POINT (7.1560996796 50.9628218597),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d4a,65621,Sportplatzstr.,SPS,656,POINT (7.1022609983 50.8596971894),BUS,167 185
haltestellen.fid-62cca9c6_1651d8457bd_6d4b,65721,Frankfurter Str. S-Bahn,FKS,657,POINT (7.05261384 50.9160718482),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d4c,65722,Frankfurter Str. S-Bahn,FKS,657,POINT (7.0526271774 50.91583077),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6d4d,65821,Marienplatz,MRP,658,POINT (7.0802277163 50.8856732261),BUS,162
haltestellen.fid-62cca9c6_1651d8457bd_6d4e,65822,Marienplatz,MRP,658,POINT (7.0802582189 50.884862136),BUS,162
haltestellen.fid-62cca9c6_1651d8457bd_6d4f,65921,Vitalisstr. Nord,VTN,659,POINT (6.8942332237 50.9509999577),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6d50,65922,Vitalisstr. Nord,VTN,659,POINT (6.8944055639 50.9509860678),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6d51,66121,Gunther-Plüschow-Str.,GPS,661,POINT (6.8846999182 50.9798082971),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_6d52,66122,Gunther-Plüschow-Str.,GPS,661,POINT (6.8846471074 50.9797352102),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_6d53,66221,Eddaweg,EDA,662,POINT (7.0352356909 50.9765468815),BUS,155
haltestellen.fid-62cca9c6_1651d8457bd_6d54,66222,Eddaweg,EDA,662,POINT (7.0348875565 50.9765731307),BUS,155
haltestellen.fid-62cca9c6_1651d8457bd_6d55,66311,Schlebusch,SLB,663,POINT (7.0445633613 51.0186498177),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6d56,66312,Schlebusch,SLB,663,POINT (7.0445249861 51.0182538184),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6d57,66511,Bensberg,BSB,665,POINT (7.1619624914 50.9634655062),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d58,66512,Bensberg,BSB,665,POINT (7.1616040675 50.9637640242),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d59,66611,Kölner Str.,KNS,666,POINT (7.1493149318 50.9626650579),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d5a,66612,Kölner Str.,KNS,666,POINT (7.1489864416 50.9630183329),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d5b,66711,Neuenweg,NEW,667,POINT (7.1424891354 50.9632455773),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d5c,66712,Neuenweg,NEW,667,POINT (7.1427698898 50.963497725),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d5d,66811,Lustheide,LUS,668,POINT (7.1052046194 50.9519668961),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d5e,66812,Lustheide,LUS,668,POINT (7.1045012705 50.9519070939),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d5f,66911,Refrath,RFR,669,POINT (7.1166484638 50.9539710947),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d60,66912,Refrath,RFR,669,POINT (7.1157762149 50.954023574),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d61,67011,Kippekausen,KIP,670,POINT (7.1295883834 50.956635244),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d62,67012,Kippekausen,KIP,670,POINT (7.1299655166 50.9568214257),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d63,67111,Frankenforst,FKF,671,POINT (7.1367318975 50.9607570717),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d64,67112,Frankenforst,FKF,671,POINT (7.1369639695 50.9609470309),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d65,67211,Roisdorf West,ROI,672,POINT (7.0079713732 50.7539096934),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d66,67212,Roisdorf West,ROI,672,POINT (7.0083577047 50.7534860229),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d67,67311,Bornheim,BOR,673,POINT (6.9893527187 50.7613071681),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d68,67312,Bornheim,BOR,673,POINT (6.9898391487 50.7612266956),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d69,67411,Dersdorf,DER,674,POINT (6.9691337373 50.7647810509),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d6a,67412,Dersdorf,DER,674,POINT (6.9698888064 50.7646913999),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d6b,67511,Waldorf,WAB,675,POINT (6.95088107 50.7682356498),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d6c,67512,Waldorf,WAB,675,POINT (6.9512803495 50.7680171869),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d6d,67611,Merten,MEB,676,POINT (6.9332095365 50.7799050149),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d6e,67612,Merten,MEB,676,POINT (6.9334345651 50.7795663317),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d6f,67711,Walberberg,WBB,677,POINT (6.9207569574 50.7944321834),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d70,67712,Walberberg,WBB,677,POINT (6.9211315257 50.7939954572),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d71,67811,Hersel,HRS,678,POINT (7.0426776824 50.7702028138),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6d72,67812,Hersel,HRS,678,POINT (7.0429998951 50.7698295791),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6d73,67911,Uedorf,UED,679,POINT (7.0311350181 50.7822504385),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6d74,67912,Uedorf,UED,679,POINT (7.0313159583 50.7820294555),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6d75,68011,Widdig,WDG,680,POINT (7.0219785729 50.7918866846),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6d76,68012,Widdig,WDG,680,POINT (7.0232891827 50.7905062203),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6d77,68111,Alfter / Alanus Hochschule,ALF,681,POINT (7.0166913358 50.7439036465),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d78,68112,Alfter / Alanus Hochschule,ALF,681,POINT (7.0170822366 50.743559172),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d79,68221,Friedhof Lehmbacher Weg 187,LBF,682,POINT (7.0789886602 50.9325643708),BUS,187
haltestellen.fid-62cca9c6_1651d8457bd_6d7a,68222,Friedhof Lehmbacher Weg 187,LBF,682,POINT (7.0789886602 50.9325643708),BUS,187
haltestellen.fid-62cca9c6_1651d8457bd_6d7b,70211,Weiden West,WEW,702,POINT (6.816039913 50.9401939959),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d7c,70212,Weiden West,WEW,702,POINT (6.8158082999 50.9405373678),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6d7d,70321,Porz-Langel Süd,LAS,703,POINT (7.0069899774 50.8412200345),BUS,164
haltestellen.fid-62cca9c6_1651d8457bd_6d7e,70322,Porz-Langel Süd,LAS,703,POINT (7.0070000622 50.8415400278),BUS,164 167
haltestellen.fid-62cca9c6_1651d8457bd_6d7f,70421,Sinnersdorf Kirche,SIN,704,POINT (6.8181596895 51.0234787016),BUS,125
haltestellen.fid-62cca9c6_1651d8457bd_6d80,70422,Sinnersdorf Kirche,SIN,704,POINT (6.8181589771 51.0234786883),BUS,125
haltestellen.fid-62cca9c6_1651d8457bd_6d81,70521,Am Zehnthof,AZH,705,POINT (6.8211988183 51.0256088657),BUS,125
haltestellen.fid-62cca9c6_1651d8457bd_6d82,70621,Kesselsgasse,KES,706,POINT (6.8218479926 51.0224666622),BUS,125
haltestellen.fid-62cca9c6_1651d8457bd_6d83,70622,Kesselsgasse,KES,706,POINT (6.8225704986 51.0222366707),BUS,125
haltestellen.fid-62cca9c6_1651d8457bd_6d84,70811,Frechen-Benzelrath,BZT,708,POINT (6.7976130813 50.9043019557),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d85,70812,Frechen-Benzelrath,BZT,708,POINT (6.7970751926 50.904074598),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d86,70911,Mühlengasse,MHG,709,POINT (6.8017641284 50.9081505054),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d87,70912,Mühlengasse,MHG,709,POINT (6.8019600007 50.9082503405),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d88,71011,Frechen Rathaus,FRR,710,POINT (6.806306205 50.9094523196),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d89,71012,Frechen Rathaus,FRR,710,POINT (6.8055106659 50.9093564171),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d8a,71111,Frechen Kirche,FRK,711,POINT (6.8161540462 50.9100965172),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d8b,71112,Frechen Kirche,FRK,711,POINT (6.8154889639 50.9100605956),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d8c,71211,Frechen Bf,FRB,712,POINT (6.8224345843 50.9114743774),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d8d,71212,Frechen Bf,FRB,712,POINT (6.8230207068 50.9115596922),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d8e,71311,Haus Vorst,HVO,713,POINT (6.8489163563 50.9157383438),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d8f,71312,Haus Vorst,HVO,713,POINT (6.848280873 50.9157031554),STRAB,7
haltestellen.fid-62cca9c6_1651d8457bd_6d90,71921,Schokoladenmuseum,SCH,719,POINT (6.963124959 50.9326860939),BUS,133
haltestellen.fid-62cca9c6_1651d8457bd_6d91,71922,Schokoladenmuseum,SCH,719,POINT (6.9628694479 50.9326185888),BUS,133
haltestellen.fid-62cca9c6_1651d8457bd_6d92,73011,Efferen,EFR,730,POINT (6.904262651 50.8946344753),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d93,73012,Efferen,EFR,730,POINT (6.9038521031 50.8943112362),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d94,73111,Fischenich,FIB,731,POINT (6.8975775706 50.8649527525),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d95,73112,Fischenich,FIB,731,POINT (6.8976988989 50.8645367208),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d96,73211,Kiebitzweg,KIB,732,POINT (6.8977160741 50.8886059302),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d97,73212,Kiebitzweg,KIB,732,POINT (6.896616154 50.8874618706),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d98,73311,Hürth-Hermülheim,HHB,733,POINT (6.894732089 50.8805418838),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d99,73312,Hürth-Hermülheim,HHB,733,POINT (6.8945455305 50.8801611328),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d9a,73411,Brühl Nord,BNO,734,POINT (6.9018038124 50.8351066781),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d9b,73412,Brühl Nord,BNO,734,POINT (6.9012036745 50.8334811933),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d9c,73511,Brühl Mitte,BRM,735,POINT (6.8991758652 50.8293857957),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d9d,73512,Brühl Mitte,BRM,735,POINT (6.8989730641 50.8288326105),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d9e,73513,Brühl Mitte,BRM,735,POINT (6.8991758652 50.8293857957),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6d9f,73514,Brühl Mitte,BRM,735,POINT (6.8991758652 50.8293857957),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6da0,73515,Brühl Mitte,BRM,735,POINT (6.8989730641 50.8288326105),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6da1,73516,Brühl Mitte,BRM,735,POINT (6.8991758652 50.8293857957),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6da2,73611,Brühl Süd,BRS,736,POINT (6.8983537642 50.8225032668),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6da3,73612,Brühl Süd,BRS,736,POINT (6.898387506 50.822008036),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6da4,73711,Badorf,BDO,737,POINT (6.9002698306 50.8133433948),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6da5,73712,Badorf,BDO,737,POINT (6.9004395005 50.8128680584),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6da6,73811,Brühl-Vochem,VOC,738,POINT (6.901204103 50.8442775588),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6da7,73812,Brühl-Vochem,VOC,738,POINT (6.9009264022 50.8439037198),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6da8,73911,Schwadorf,SWA,739,POINT (6.9138520593 50.8012308281),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6da9,73912,Schwadorf,SWA,739,POINT (6.9142834509 50.8008083613),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6daa,74011,Wesseling Süd,WSU,740,POINT (6.9993057109 50.8122351665),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6dab,74012,Wesseling Süd,WSU,740,POINT (6.999530907 50.8119947552),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6dac,74111,Wesseling,WES,741,POINT (6.9792701244 50.8230318497),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6dad,74112,Wesseling,WES,741,POINT (6.9798542845 50.8226730389),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6dae,74113,Wesseling,WES,741,POINT (6.9793525251 50.8230472177),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6daf,74211,Wesseling Nord,WEN,742,POINT (6.9709233521 50.8320633333),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6db0,74212,Wesseling Nord,WEN,742,POINT (6.9710504648 50.8308155725),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6db1,74311,Urfeld,URF,743,POINT (7.0106503096 50.8037134282),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6db2,74312,Urfeld,URF,743,POINT (7.0107240891 50.8035703348),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6db3,74422,Rheinauhafen,RHA,744,POINT (6.9656116352 50.924989958),BUS,133
haltestellen.fid-62cca9c6_1651d8457bd_6db4,74423,Rheinauhafen,RHA,744,POINT (6.9654460332 50.924878247),BUS,133
haltestellen.fid-62cca9c6_1651d8457bd_6db5,74512,Flughafen Personalparkplatz,LFK,745,POINT (7.1161130996 50.875465468),BUS,161
haltestellen.fid-62cca9c6_1651d8457bd_6db6,74621,Johannesstr.,JOH,746,POINT (6.8777711518 50.9987181178),BUS,122 123
haltestellen.fid-62cca9c6_1651d8457bd_6db7,74721,Mozartstr.,MOZ,747,POINT (6.8743331765 51.0009610582),BUS,122
haltestellen.fid-62cca9c6_1651d8457bd_6db8,74821,Kapellenweg,KAP,748,POINT (6.876916258 51.001162648),BUS,122
haltestellen.fid-62cca9c6_1651d8457bd_6db9,74921,Friedhof Worringen,FHW,749,POINT (6.859885583 51.0628534206),BUS,120 123
haltestellen.fid-62cca9c6_1651d8457bd_6dba,75022,Nippes S-Bahn,BFN,750,POINT (6.9414398468 50.9584236164),BUS,127 142
haltestellen.fid-62cca9c6_1651d8457bd_6dbb,75023,Nippes S-Bahn,BFN,750,POINT (6.9411606763 50.9584893848),BUS,127 142
haltestellen.fid-62cca9c6_1651d8457bd_6dbc,75024,Nippes S-Bahn,BFN,750,POINT (6.9414398468 50.9584236164),BUS,142
haltestellen.fid-62cca9c6_1651d8457bd_6dbd,75121,Ramrather Weg,RRW,751,POINT (6.8518288146 51.0665810564),BUS,120
haltestellen.fid-62cca9c6_1651d8457bd_6dbe,75122,Ramrather Weg,RRW,751,POINT (6.8518652887 51.0665085181),BUS,120 123
haltestellen.fid-62cca9c6_1651d8457bd_6dbf,75421,Auf der Freiheit,ADF,754,POINT (6.9234527228 50.85691934),BUS,132
haltestellen.fid-62cca9c6_1651d8457bd_6dc0,75621,Innere Kanalstr.,IKS,756,POINT (6.9231174428 50.9408982225),BUS,142
haltestellen.fid-62cca9c6_1651d8457bd_6dc1,75622,Innere Kanalstr.,IKS,756,POINT (6.9235366206 50.9406532234),BUS,142
haltestellen.fid-62cca9c6_1651d8457bd_6dc2,75721,Zündorf Marktstr.,ZMA,757,POINT (7.0447700691 50.8685100206),BUS,164 167
haltestellen.fid-62cca9c6_1651d8457bd_6dc3,75821,Zündorf Kirche,ZUK,758,POINT (7.0415599758 50.86634004),BUS,164 167
haltestellen.fid-62cca9c6_1651d8457bd_6dc4,75921,Zündorf Altersheim,ZUA,759,POINT (7.0368399632 50.863079979),BUS,164 167
haltestellen.fid-62cca9c6_1651d8457bd_6dc5,76021,Zündorf Mitte,ZUM,760,POINT (7.045250034 50.8663799745),BUS,164
